Activacion,Tokens Id,Context
0.12938146, still,"
 At the time of its nomination , the sculpture was described as in "" moderately good condition "" , with the surface being both stained and pitted , but free or breaks or missing pieces . The statue still"
0.1253863, still," , particularly in the English language . Poetry in Irish is among the oldest vernacular poetry in Europe , with the earliest examples dating from the 6th century . In English , Jonathan Swift , still"
0.1217937, scale," enabling them to continue their research . 
 The German attitude to underground education varied depending on whether it took place in the General Government or the annexed territories . The Germans had almost certainly realized the full scale"
0.120656595, still," said "" Marilyn is in Nicole 's face every minute . She 's doing it out of love , but she doesn 't realise she 's becoming obsessed with the baby . "" Nicole was still"
0.118669435, subject," the Federal troops under your command . I therefore demand in the name of the State the delivery of the possession of the Arsenal and munitions of war under your charge to the State authorities , to be held subject"
0.117362976, Easter," games of the campaign , during which time Lawton scored eight goals . Everton lost their lead at the top of the table to Derby County over Christmas , but returned to form and to first position by Easter"
0.11652094, WAS," that is 1 @.@ 389 times Jupiter 's radius . The planet is , in other words , less than half the mass of Jupiter , but slightly less than fourteen tenths its size . WAS"
0.116082326, illustrated," wrote about the bird in his poem "" Nocturne "" . 
 The proverbial use of the corn crake 's call to describe someone with a grating or <unk> voice is illustrated"
0.115066245, still," than the former practice of anchoring off @-@ shore . 
 The fort remained as headquarters of South Australia 's permanent military force until the 1890s and as late as 1895 there were still"
0.11412442, a," immortal during the poem the narrator separates any union that he can have with the nightingale . 
 The nightingale 's song within the poem is connected to the art of music in a"
