Activacion,Tokens Id,Context
1.7682608, white," home and away kits . The home kit comprised red shirts with white sleeves , light blue shorts and white socks . The away kit included light blue shirts with white sleeves , white shorts and light blue socks ."
1.719218, brick," work , tiling , wall building , and decoration . The book contained recipes for decorative paints , glazes , and coatings , also listing proportions for mixing mortars used in masonry , . brick"
1.6836354, white," home and away kits . The home kit comprised red shirts with white sleeves , light blue shorts and white socks . The away kit included light blue shirts with white sleeves , white shorts and light blue socks ."
1.6556973, blue," home and away kits . The home kit comprised red shirts with white sleeves , light blue shorts and white socks . The away kit included light blue shirts with white sleeves , white shorts and light blue socks ."
1.6517953, blue," home and away kits . The home kit comprised red shirts with white sleeves , light blue shorts and white socks . The away kit included light blue shirts with white sleeves , white shorts and light blue socks ."
1.6274165, underground," to pre @-@ war classes , the absence of Polish Jewish students was notable , as they were confined by the Nazi Germans to ghettos ; there was , however , underground Jewish education in the"
1.6231018, blue," home and away kits . The home kit comprised red shirts with white sleeves , light blue shorts and white socks . The away kit included light blue shirts with white sleeves , white shorts and light blue socks ."
1.6210462,fu," Jingling Palace ( <unk> , Jingling Gong ) , a temple to the legendary Yellow Emperor located near modern @-@ day Qufu , was built in the 11th century . It was"
1.6181195, painted,"ed doors , painted red and decorated with gold tacks ; its walls were lavishly decorated with dragon , phoenix and floating @-@ cloud patterns to match the carved beams , painted rafters and"
1.6134065, white," front of a red garage door , Tennant is in front dressed with a long coat , white shirt and dark necktie , directly addressing the camera , with Lowe standing behind him with a blank expression ."
