Activacion,Tokens Id,Context
0.1194402, £," £ 4000 for the Pratham NGO , which helps children 's primary education . In 2014 , Fernandez was named "" Woman Of The Year "" by PETA ( India ) for advocating the protection of animals"
0.1194402, £," £ 4 per annum , no more followed ; the English Civil War also disrupted funding : rents were not collected between 1644 and 1646 . These financial problems were compounded by the nature of the land"
0.1194402, £," £ 80 per annum . Four years later , the Chancery agreed to fund the rebuilding of the school at a site on Northgate . With the buildings complete , the school reopened on 1 August"
0.1194402, £," £ 36 @.@ 72 million project is expected to be completed by early in 2016 . 
 In the heart of Oldham ’ s retail district , the Old Town Hall is being developed into"
0.1194402, £," £ 7 a week . His grandfather attempted to negotiate a £ 500 signing @-@ on fee on his behalf but was rebuffed after the club alerted Charles Sutcliffe , Secretary of the Football League ,"
0.093309656, stands," stands is connected to the next hill , so that siege engines can approach on level ground . The inner defences are strongest at this point , with a cluster of towers connected by a thick wall . 
"
0.093309656, stands," stands in its original location in front of a school that has since been re @-@ purposed for residential housing . 
 = = Importance = = 
 The World War I Memorial designed"
0.09265912, Athletic," Athletic 's main rivalry is with nearby Folkestone Invicta . A meeting between the two teams in 2004 was watched by a crowd of 2 @,@ 278 , a record attendance for a league"
0.09265912, Athletic," Athletic Football Club is a professional association football club based in the town of Dover , Kent , England . The club was formed in 1983 after the dissolution of the town 's previous club , Dover F."
0.08938486, jacket," jacket , but Donny swears to Jenna and Kenneth that he will get back at them . 
 = = Production = = 
 "" Rosemary 's Baby "" was mainly filmed on September"
