Activacion,Tokens Id,Context
0.04799504, insecure," music , despite her interest in hip hop . 
 Carey confessed that she never tried to change the situation because "" [ she ] used to be insecure and cautious , and so [ she ] would listen"
0.042533435,20," a schoolmaster , as the master ; it thus seems likely that Carre already operated a school and his indenture codified pre @-@ existing arrangements . 
 Throughout the 1620s the"
0.04026883, Chicago," he could continue playing . He appeared in six games for Cleveland , and in one game against the Chicago Wolves tied an IHL record when he scored seven points in a 7 – 3 victory . 
"
0.035343412, Chicago," year , the Amps toured with the Foo Fighters in the United States , in locations such as Chicago ( with That Dog ) , Worcester , Massachusetts , and Austin , Texas ( with Jawbreaker ) ."
0.034135077,raf," and features Juanes , who collaborated with Furtado on his 2002 song "" Fotografía "" . During her time in Los Angeles , she worked with Rick Nowels , who co @"
0.03311834,ropolis,"ropolis . 
 The Palace of the Underworld is entered via three step @-@ vaulted arches on the eastern side of the second terrace of the Acropolis . 
 The Palace of"
0.03283475, Chicago," album for new listeners of Coleman 's harmolodics @-@ based music , while Chicago Tribune rock critic Greg Kot included it in his guide for novice jazz listeners ; he named it one of"
0.029642493, Be,"32 . Artist John French Sloan was born in Lock Haven in 1871 , and cartoonist Alison Bechdel , author of Dykes to Watch Out For and Fun Home , was born in Lock Haven"
0.027631767, court," Elizabethan court in 1567 @-@ 8 with the title Jack and Jill and the phrase was used twice by Shakespeare : in A Midsummer Night 's Dream , which contains the line :"
0.027032591,borne," settlers favoured the name "" Buenos Aires "" and the Scottish "" New Glasgow "" . Sir John Colborne suggested Port Sarnia . On 4 January 1836 , the name was formally adopted by a vote"
