Activacion,Tokens Id,Context
0.14069565, and," 1942 issue the name was changed to Super Science Stories , and the numeration was begun again at volume 1 number 1 ; as a result the magazine is usually listed by bibliographers as a separate publication"
0.1398678, and," ( who refers to Constantine as "" an impertinent <unk> in England "" ) . Grant Morrison created "" Willoughby Kipling "" for Doom Patrol after being refused Constantine by DC , changing"
0.13858642, and," but was lost at sea in December 1869 on her delivery voyage . 
 = = Description and career as Fingal = = 
 Fingal was designed and built as a merchantman"
0.13522941, and," its compounds do not cause acute human health effects , with the exception of antimony potassium tartrate ( "" tartar emetic "" ) , a prodrug that is intentionally used to treat leishman"
0.13312925, and," II have sold on the PlayStation 2 and Xbox 360 . 
 Guitar Hero III : Legends of Rock was released in late 2007 for the PlayStation 2 , PlayStation 3 , Xbox 360 , Wii , Microsoft Windows"
0.13077416, and," <unk> i <unk> ) . The highest recorded publication volume was an issue of Biuletyn Informacyjny printed in 43 @,@ 000 copies ; average volume of larger publication"
0.13018814, and," June 1985 ) , during that creative team 's run on that title . Hellblazer had been published continuously since January 1988 , and was Vertigo 's longest running title , the only remaining publication"
0.12579028, and," hoot . "" Deidre L. <unk> was brought in at the last minute to play Lt. Watley , as she was a friend of one of the production crew and had previously"
0.12474395, and," in protein folding into a specific three @-@ dimensional structure that determines its activity . 
 A linear chain of amino acid residues is called a polypeptide . A protein contains at least one"
0.12443757, and," Most of the important art pieces had been "" secured "" by the Nazis within six months of September 1939 ; by the end of 1942 , German officials estimated that "" over 90 % "" of the art previously"
