Activacion,Tokens Id,Context
0.01542274, =," = 
 Rulers of Toniná recorded in the Maya script on Toniná monuments include : 
 The last known recorded date at the site is featured on Monument 101 as 15 January"
0.013843824, =," . Manager Jackie Gibbons left the club at the start of the 1952 – 53 season and was succeeded by his assistant Jimmy Bain , who proved ill @-@ suited to management , and so in January"
0.01282873, =," exception where the Republic of Ireland and Northern Ireland field separate international teams . Northern Ireland has produced two World Snooker Champions . 
 Many other sports are also played and followed , including basketball , boxing"
0.010204306, =," and most successful football clubs in the history of English football . Villa won the 1981 – 82 European Cup , and are thus one of five English clubs to win what is now the UEFA Champions League . They"
0.008982072, and," services to the Sarnia @-@ Lambton area . There are two magazines currently published in Sarnia , Business Trends and Report on Industry . Business Trends is distributed through City Hall and Report"
0.0062761856, =,"-@ by @-@ plate system . The toll @-@ by @-@ plate rate increased by ten cents on July 1 , 2013 , to $ 0 @.@ 50 per toll g"
0.0044655018, =," the languor of aesthetic poses was well established and Wilde takes it as a starting point for the two protagonists . While Salome , An Ideal Husband and The Picture of Dorian Gray had dwelt"
0.004386958, =," @-@ profile Vai gig . "" At the beginning , I wanted to avoid at all cost to use my name because I was known as the singer for Steve Vai and it wasn 't"
0.0041579828, =," along its length . Payment is done either via SunPass transponders or via toll @-@ by @-@ plate billing , the latter of which attracts a higher cost . Two toll g"
0.004047141, =," in 25 league games , the lowest in Premier League history , and Lambert was sacked on 11 February 2015 . Tim Sherwood succeeded him , and saved Aston Villa from relegation while also leading them to the 2015"
