Activacion,Tokens Id,Context
0.14517778, proof," proof coins could be purchased for $ 1 @.@ 25 at the cashier 's window at the Philadelphia facility . Banks charged a premium for circulation strikes . They were popular in the jewelry trade ,"
0.14445524,mo,"mo , and released in June 10 , 2015 . Writer Ming Doyle expressed excitement in her chance to write Constantine , stating that the reason of putting the term Hellblazer back to the character 's title"
0.14102122, child," child but , discovering she has only a million @-@ to @-@ one chance of getting pregnant , decides to find a surrogate : Angie ( Poehler ) , a white @-@"
0.13712521, twelve, twelve BL 6 @-@ inch Mk VII guns . Marlborough was also fitted with a pair of QF 3 @-@ inch 20 cwt anti @-@ aircraft guns and four 47
0.1367425, severely," severely damaged during a chase on Route 4 . A driver was speeding in the southbound lanes of Route 4 near exit 7 ; when the driver exited at Route 402 ( Frenchtown Road ) , two police"
0.1367425, severely," severely damaged ... the people there urgently need assistance "" , and by 20 January they had reached Petit @-@ Goâve as well , where they set up two first @-@ aid posts"
0.13111533, Art," Artes . At the end of each battle , its performance is assessed an given a Grade , which can sometimes trigger a bonus such as learning new skills . Some bonuses are also carried over into the next"
0.13111533, Art," Art critic Charles <unk> observed that the Magdalen 's past as a "" fallen woman "" is hinted at by the nap in the fur lining of her dress and the few strands of hair"
0.13111533, Art," Art Gallery opened . It is an international Category A art gallery . 
 During the Christmas season , the city of Sarnia presents the annual "" Celebration of Lights "" in Centennial Park . The"
0.13111533, Art," Art Ross : The Hockey Legend who Built the Bruins by Eric Zweig was published by Dundurn Press in Sept 2015 . 
 = = Personal life = = 
 Ross also excelled in"
