Activacion,Tokens Id,Context
0.20856819, and," , Zrínyi was decommissioned . USS Chattanooga took her in tow and , assisted by Brooks and Hovey , towed the battleship to Italy . Under the terms of the treaties"
0.2062886, and,"@ piercing shells at signal and semaphore stations as well as 74 rounds of 190 mm shells aimed at Italian gun @-@ batteries and other port installations . 
 A major mutiny among crews"
0.19979489, =,"unk> <unk> . 
 Tsugumi Ōzora ( 大空 <unk> , Ōzora Tsugumi ) is the eldest daughter who has acted"
0.19420376, =," the change could be effected . "" 
 The Confederate ordnance establishment at Little Rock was reactivated in August , 1862 . Looking around for a suitable person to head this activity , General Hindman turned"
0.18701914, =," , chess is a game of complete information , and Black 's information is always greater — by one move ! "" 
 Rowson also notes that Black 's chances increase markedly by playing good openings"
0.18597353, =," Shekhar Kapur stated "" there has never been a more defining film on the Indian screen . Indian film history can be divided into Sholay BC and Sholay AD "" . The film"
0.183797, =," such as Delhi , Uttar Pradesh , Bengal , and Hyderabad on 11 October 1975 . It became the highest grossing Bollywood film of 1975 , and film ranking website Box Office India has given the film"
0.18359953, and," for months at times . In August 1793 , these problems came to a head in the fleet off Brest , when a lack of provisions resulted in a mutiny among the regular sailors . The crews"
0.18337655, =," case against Activision , stating that the controllers are not musical instruments but "" toys that represent other items "" , and that Gibson 's patent only covers instruments that send out analog signals . Activision and Gibson settled"
0.18280306, and, progenitor of these styles . He is also linked to Northern Praying Mantis boxing via Lin Chong and Yan Qing . Wang Shaotang 's folktale even represents him as a master of
