Activacion,Tokens Id,Context
0.09499735, =," "" Ulysses "" , yet seem not to recognize each other within the text . 
 = = = Literary context = = = 
 Tennyson adopts aspects of the Ulysses character"
0.0934055, =," 
 = = = 2010s = = = 
 = = = = The Master = = = = 
 In December 2009 , Anderson was working on a new script tentatively titled The Master"
0.08120729, =," – bass 
 Nate Farley – guitars 
 Jim Macpherson – drums 
 = = Discography = = 
 = = = Album = = = 
 = = = Single"
0.07639673, =," has been praised by eminent historians such as Raul Hilberg and Avi Shlaim , as well as Chomsky . 
 Finkelstein has described himself as "" an old @-@ fashioned communist"
0.0676377, =," Vincent 
 Merriman — Frank Dyall 
 Lane — F. Kinsey <unk> 
 Lady Bracknell — Rose <unk> 
 Hon. Gwendolen Fairfax"
0.067516625, =," Devin is in the middle of recording the seventh DTP album , entitled Transcendence at Armoury Studios in Vancouver . 
 = = Personal life = = 
 Townsend has been married to Tracy"
0.065044835, =," up to F # 5 in her song "" Reaction . "" 
 = = Discography = = 
 = = = Albums = = = 
 = = = Singles = = ="
0.064019546, =," – 08 
 Kent Senior Cup 
 Winners 1990 – 91 
 Conference South 
 Play @-@ off winners 2013 – 14 
 = = Rivalries = = 
 Dover"
0.06264888, and," quantity . 
 = = History = = 
 The first known proposal for surface weather observations at sea occurred in connection with aviation in August 1927 , when Grover Loening stated that "" weather stations"
0.06165495, =," weight . The IDLH ( immediately dangerous to life and health ) value for antimony is 50 mg / m3 . 
 = Mortimer Wheeler = 
 Sir Robert Eric Mortimer Wheeler"
