Activacion,Tokens Id,Context
0.273896, manager," manager was interviewed about the story , he said the offer had never been made but that nevertheless , "" we should very much like to see the body . "" Almina and Julian transported Ali 's"
0.27157348, loyalty," loyalty to Trujillo , and then later was forced to kill her brother to prove himself to Trujillo . Amadito 's disgust with himself and disillusionment with the regime lead to his"
0.26702765, 54," 54 @-@ minute documentary , Junun , about the making of an album of the same name by Jonny Greenwood , Israeli composer <unk> Ben Tzur and a group of Indian musicians"
0.26133636, Film," Film Comedians for a school project about comedy . She grew up watching Second City Television , and has cited Catherine O 'Hara as a role model . 
 Fey attended Cardington @-@"
0.2605668, start," start of the fourth quarter , the First Union Center crowd began chanting "" We want Mike ! "" . After much encouragement from coach Doug Collins , Jordan finally rose from the bench and re @-@ entered"
0.25747725, Autism," Autism Speaks , an organization that sponsors autism research . In April 2008 , she participated in Night of Too Many Stars , a comedy benefit show for autism education . 
 Fey is also a supporter of"
0.25718257, assassination," assassination are true , and the assassins are all real people . While they lie in wait for the Dictator to arrive , they recount actual crimes of the regime , such as the murder of the Mir"
0.25011903, insisted,"ism insisted on a single understanding of the divine that excluded the traditional multiplicity of perspectives . Yet Atenism may not have been full monotheism , which totally excludes belief in other deities . There"
0.24714649,play," Screenplay . 
 = = = = Magnolia = = = = 
 After the success of Boogie Nights , New Line told Anderson that he could do whatever he wanted for his next film"
0.24252531, Rockefeller," Valenti v. Rockefeller , an analogous decision over the validity of New York state electoral law . In Valenti , the judiciary applied the "" substantial state interests "" test , which involves simply looking at whether"
