Activacion,Tokens Id,Context
1.7206881, 1900," of the state . 


 = = = Hurricane of 1900 and recovery = = = 


 On September 8 , 1900 , the island was struck by a devastating hurricane . This event holds the"
1.7164472, into," one @-@ note character ... into a more independent , caring pal "" . CBS News placed Rachel and the cast of Friends at number 31 on its list of the "" 50 greatest TV characters "" ."
1.646773, into,"s "" real entrance into the community of human beings "" as he gains an "" older brother "" in Haddock . He also believed that the recurring image of alcohol throughout the story was symbolic of sexuality ."
1.6455438, solving," before solving chess could even be attempted , but he does not rule out the possibility , saying that the one thing he learned from his 16 @-@ year effort of solving checkers "" is to never"
1.6276193, 1947," Art Ross Trophy to the NHL in 1947 , to be awarded to the leading scorer in the league 's regular season . In 1984 he was posthumously awarded the Lester Patrick Trophy for service to hockey"
1.6184466, in, play a perfect or nearly perfect game [ of chess ] it will be necessary either to analyze the game completely ... or to analyze the game in an approximate way and combine this with a limited amount of tree
1.6177945, play," Cup = = = 



 = = = Football League Trophy = = = 



 = = = Football League Two play @-@ offs = = = 



 = = Trans"
1.616914,itz,"
 = = = Criticism of Alan Dershowitz 's The Case for Israel = = = 


 Shortly after the publication of the book The Case for Israel by Alan Dershow"
1.6090139, in," expansion team , the Blue Jackets have played in the Central Division of the Western Conference . Division rivals Chicago Blackhawks , Detroit Red Wings , Nashville Predators and St. Louis Blues , all made the playoff during the"
1.608854, area," Houston – The Woodlands – Sugar Land metropolitan area . 

 Named after Bernardo de Gálvez y Madrid , Count of Gálvez ( born in Málaga , Spain"
