Activacion,Tokens Id,Context
0.13873622, times," Townsend has mentioned several times between 2009 and 2012 is <unk> , an album featuring "" creepy , bass driven apocalyptic music "" created with an "" Ampeg rig "" and an "" Icelandic choir "" ."
0.13838084, she," when she hosted Saturday Night Live on May 8 , 2011 . 
 In December 2009 , Entertainment Weekly put her Palin impersonation on its end @-@ of @-@ the @-@ decade"
0.13838084, she," when she annoyed him . In 1945 Mortimer Wheeler married his third wife , Margaret "" Kim "" Collingridge , although they became estranged in 1956 ; they never divorced as a result of her devout Catholicism"
0.13763183,bo," songs . "" Mehbooba <unk> "" was listed at No. 24 on the 1975 list , and at No. 6 on the 1976 list . "" Koi <unk> "" was listed"
0.13645338, sight," within sight . French losses eventually totalled 25 men killed and 60 wounded , Strachan suffering just six killed and 11 wounded in return . 
 = = Aftermath = = 
 With the"
0.13464487, at," entering at 97th place on Billboard 's Top Heatseekers chart . 
 While Strapping Young Lad was being reunited , Townsend formed a new , permanent band "" on par with Strapping "" to"
0.13336481,bar," Gabbar Singh ( Amjad Khan ) . Hema Malini and Jaya Bhaduri also star , as Veeru and Jai 's love interests . Sholay is considered a"
0.13334875, at," days at a distance 0 @.@ <unk> AU , approximately 3 @.@ 47 % the mean distance between the Earth and Sun . With an orbital inclination of <unk> , WASP"
0.13334875, at," days at New York University before he began his career as a production assistant on television films , music videos and game shows in Los Angeles and New York City . Feeling that the material shown to him at film"
0.13207717, official," when official religion focused exclusively on the impersonal sun god Aten . 
 Gods were assumed to be present throughout the world , capable of influencing natural events and the course of human lives . People interacted"
