Activacion,Tokens Id,Context
1.631157, on," Modest Mouse and <unk> , Pro @-@ Pain , and Universe Eye . Polish death metal band Decapitated covered the song "" Mandatory Suicide "" on their first full @-@ length album"
1.614871, on,"owers notes that the head of Liberty on the Type 1 dollar is a scaled @-@ down version of that on the double eagle , and "" a nicely preserved gold dollar is beautiful to behold "" ."
1.6007442, on," band "" on par with Strapping "" to record and tour for his solo releases . The Devin Townsend Band consisted of Brian "" Beav "" Waddell on guitar , Mike Young on bass , Ryan"
1.5999541, on, as the guitar piece on their own before incorporating them into the theme . The rejected main theme was used as a hopeful tune that played during the game 's ending . The battle themes were designed around the
1.5999541, on, as the guitar piece on their own before incorporating them into the theme . The rejected main theme was used as a hopeful tune that played during the game 's ending . The battle themes were designed around the
1.5936882, on," hand on anybody . "" Goldberg said his "" principal role "" was "" making sure prisoners had fresh fruit . "" He characterized Finkelstein as a "" ridiculous figure "" and accused him of "" lying and"
1.5908045, on," the Tree "" on the The Today Show on November 26 , 2013 . On December 4 , 2013 , she performed "" Run Run Rudolph "" and "" Blue Christmas "" on the Christmas at Rockefeller Center television special"
1.5897118, on," Me Like You "" / "" Black Magic "" medley on the twelfth series of The X Factor in the United Kingdom . It featured the group wearing prom dresses for their performance of "" Love Me Like"
1.5839688, on," wash up on a remote island and Geoff and Nicole grow close to each other . Geoff , who has strong religious views , sleeps with Nicole as they cannot fight temptation . When rescued Geoff proposes to Nicole out"
1.5747018, on," jazz on "" Love Words "" , and suggested that "" Sleep Talk "" was derived from the opening bassoon solo in Igor Stravinsky 's 1913 orchestral work The Rite of Spring . "
