Activacion,Tokens Id,Context
0.17546718,anger,"
 Stavanger , Norway 
 Niigata , Japan 
 = Sarnia = 
 Sarnia is a city in Southwestern Ontario , Canada , and had a 2011 population"
0.17371164, had," I had tried to tackle subjects like this head @-@ on , but I 'd learnt a lesson . You have to try and make the same points , in a different , less direct , more"
0.16928652, had," States had never heard of Irish whiskey . 
 Irish whiskey , as researched in 2009 by the CNBC American broadcaster , remains popular domestically and has grown in international sales steadily over a few decades . Typically CNBC"
0.16912954,anger," season opener , Tech traveled to North Carolina to face the Wake Forest Demon Deacons . Wake Forest had attended the Tangerine Bowl the previous year and was favored in the game against Tech . Despite those"
0.16912954,anger," season opener , Tech traveled to North Carolina to face the Wake Forest Demon Deacons . Wake Forest had attended the Tangerine Bowl the previous year and was favored in the game against Tech . Despite those"
0.16648825,anger," Shoal Bay , New South Wales as part of a two @-@ day location shoot . Nicole nearly drowns in scenes which aired for the serial 's "" cliff @-@ hanger """
0.16545449, had," period had chosen to depict the native Africans in a more favourable light , citing the examples of Jijé 's 1939 work Blondin et <unk> ( Blondy and Shoe @"
0.16418748, ," production ended in 1945 . 
 The Type 94 pistol was designed for , and popular among , Japanese tank and aircraft crews who preferred a smaller , lightweight design . Japanese weapons experts have subsequently criticized some design"
0.1629647, lines," 50 lines in an assessment of the "" most quoted lines of poetry "" as measured by Google hits . 
 = = = Popular appeal = = = 
 With "" Trees "" , Kilmer was"
0.16173497,anger,"
 In September 2008 , after his appearance on Britain 's Got Talent but before the release of his first album , Johnston embarked on a tour of Norway with the choir , performing at Stavanger Cathedral"
